Brand,RAM,Storage,Camera,Battery,Display,Age,Price
Samsung,6,64,48,3989,6.4,4,27136
Realme,8,64,32,5721,6.2,3,17260
Realme,12,128,12,4679,6.5,1,28175
Xiaomi,6,256,32,5159,6.1,4,11092
OnePlus,8,128,32,5400,6.3,0,41600
Oppo,6,128,64,4444,6.8,5,5000
Xiaomi,12,64,64,4283,6.8,2,29380
Samsung,8,64,64,5355,6.3,1,40097
Oppo,4,256,32,3740,6.5,1,23948
Oppo,12,64,48,4348,6.2,1,32884
Apple,4,128,108,3771,6.4,3,50284
Vivo,12,256,48,4968,6.8,3,18692
Realme,6,64,64,3623,6.4,1,24769
Xiaomi,6,256,64,4566,6.4,5,5000
Asus,4,256,48,5351,6.5,4,16676
Apple,8,64,108,4444,6.1,0,73400
Asus,4,128,32,5649,6.8,1,30906
Vivo,4,128,48,5761,6.7,0,29400
Asus,8,64,32,4150,6.6,3,23913
Realme,8,128,12,5944,6.5,5,5000
Apple,8,256,64,5818,6.3,3,50491
Apple,6,64,108,5967,6.5,5,43390
OnePlus,12,64,108,4613,6.3,5,22785
Vivo,4,256,12,5621,6.1,2,18826
Samsung,12,256,32,4154,6.8,0,48600
OnePlus,12,128,12,3808,6.8,0,44600
Asus,4,64,16,4943,6.5,2,24738
Apple,12,64,32,4316,6.6,0,73600
Asus,4,128,32,5424,6.5,0,35600
Realme,6,256,108,5629,6.2,5,5000
Vivo,4,256,32,5982,6.2,2,17692
Realme,12,128,48,5814,6.5,4,14920
Apple,12,64,48,3963,6.2,1,67605
Apple,6,256,32,5664,6.2,5,37245
Oppo,6,64,64,5725,6.4,4,8516
Vivo,8,128,64,4693,6.5,2,22366
Samsung,4,64,12,5924,6.8,3,21264
Asus,4,128,64,3500,6.7,5,16145
OnePlus,6,256,48,5623,6.3,4,24344
Asus,8,64,108,5020,6.8,5,22400
Samsung,8,256,16,5705,6.6,0,43800
Xiaomi,12,64,108,5164,6.6,2,34238
Oppo,12,128,32,4164,6.6,1,31157
Samsung,6,128,12,5586,6.2,5,17660
Asus,6,64,16,5262,6.3,1,30559
OnePlus,8,128,64,4277,6.1,5,11240
Realme,8,128,12,4396,6.1,0,30600
Asus,8,256,64,5904,6.6,0,41200
Vivo,8,256,32,4589,6.8,0,32600
Asus,6,256,64,5346,6.8,2,26052
Xiaomi,4,256,48,4995,6.7,0,31400
Oppo,8,128,108,3578,6.7,0,37400
Samsung,12,256,16,4610,6.5,1,41667
Vivo,8,256,12,5581,6.3,3,19033
OnePlus,6,128,12,5779,6.2,4,18544
Vivo,4,256,16,5543,6.2,4,5000
OnePlus,4,64,32,5240,6.3,5,6770
Asus,12,128,12,4299,6.3,3,22500
Vivo,6,128,108,3735,6.8,0,34400
OnePlus,8,256,16,4327,6.7,4,16120
Samsung,4,256,48,5811,6.4,0,41400
OnePlus,8,128,48,4975,6.8,3,23230
Samsung,6,128,32,4697,6.4,3,27804
Samsung,6,128,108,3982,6.9,1,41600
Xiaomi,12,128,64,4838,6.8,1,33736
Vivo,8,256,12,4757,6.5,4,6224
Vivo,6,64,16,5057,6.3,4,11696
OnePlus,8,256,12,5211,6.4,5,6700
Realme,6,256,12,3986,6.3,3,11044
Asus,4,64,16,4783,6.2,5,11150
Oppo,8,64,64,4926,6.1,2,27184
Xiaomi,6,64,16,4243,6.3,4,7200
Apple,4,256,48,4850,6.4,5,32115
Xiaomi,8,64,48,3671,6.1,0,35400
OnePlus,12,64,108,5863,6.3,5,28155
Vivo,12,256,16,5206,6.3,0,35800
Samsung,12,256,16,5368,6.5,0,47800
Samsung,6,256,16,5666,6.5,3,24094
Realme,12,256,48,5646,6.9,5,12435
Oppo,6,128,32,4585,6.5,5,10440
Vivo,6,256,16,5622,6.4,1,23203
OnePlus,8,256,16,5609,6.8,4,16316
Asus,6,128,108,5782,6.8,0,41400
Realme,6,64,64,4065,6.4,0,31200
Realme,6,256,16,5627,6.6,0,28800
Samsung,8,256,16,3919,6.2,4,15904
Oppo,8,128,12,5241,6.2,3,11819
OnePlus,12,128,32,4116,6.6,2,35590
Realme,8,128,32,4764,6.7,1,25210
Vivo,12,128,32,4060,6.3,5,6545
Apple,8,64,108,3973,6.9,3,53084
Vivo,12,64,64,5152,6.6,4,21860
Samsung,12,256,12,3549,6.5,3,33737
Asus,8,128,48,5687,6.8,1,35716
Asus,6,128,108,4053,6.3,4,23708
OnePlus,4,64,12,3883,6.4,2,23454
Xiaomi,4,128,64,3783,6.4,4,5940
Realme,6,128,16,3741,6.1,2,16108
Realme,12,256,108,4391,6.8,5,11050
Realme,8,128,48,5726,6.4,1,25463
Asus,4,128,108,5766,6.5,1,34902
OnePlus,6,64,108,5532,6.8,4,26064
Samsung,4,256,32,5586,6.5,0,40600
OnePlus,12,256,32,3621,6.7,2,32562
Apple,4,128,64,5875,6.3,0,67200
Oppo,8,256,64,5607,6.6,4,12820
Samsung,4,64,108,4626,6.7,2,35064
Samsung,4,256,48,4744,6.7,1,36680
OnePlus,6,64,32,5831,6.1,3,20175
Vivo,6,256,108,4396,6.8,0,34400
OnePlus,4,128,64,5721,6.1,4,21140
OnePlus,8,256,48,4489,6.5,4,22116
Samsung,4,256,48,5490,6.5,5,10460
Xiaomi,4,128,16,4652,6.3,0,29800
Realme,8,128,32,4344,6.1,1,24927
Apple,6,64,48,3759,6.4,0,68400
OnePlus,4,256,16,5074,6.9,5,11195
Vivo,4,256,64,5460,6.6,1,24635
Oppo,4,256,48,5649,6.2,2,17416
Samsung,6,64,16,3942,6.1,4,21400
Xiaomi,8,128,64,5945,6.5,0,36200
Vivo,4,64,32,5820,6.8,5,5000
OnePlus,12,64,64,3805,6.3,1,40219
OnePlus,4,64,32,5461,6.8,3,24379
OnePlus,12,256,64,5825,6.9,2,34310
Oppo,6,256,12,4755,6.3,1,25844
Oppo,12,64,108,4298,6.5,3,26940
Asus,8,128,32,4921,6.8,4,13076
Asus,6,256,64,5252,6.7,5,18285
Realme,8,128,16,4461,6.3,5,5000
Xiaomi,12,64,64,4054,6.8,4,16968
Apple,4,256,48,4231,6.6,5,43185
Oppo,6,128,32,4034,6.3,5,5000
Asus,4,256,12,3971,6.4,4,15336
OnePlus,6,128,108,5561,6.4,5,22090
Realme,8,64,48,4677,6.6,4,8832
Oppo,8,64,32,5939,6.2,2,19776
Samsung,6,128,32,3699,6.4,1,37574
Oppo,4,64,48,4426,6.4,0,30400
Apple,4,128,12,4113,6.6,3,45295
Oppo,12,128,108,3859,6.1,5,9055
Vivo,8,128,12,5925,6.3,0,31600
Asus,12,128,108,3716,6.8,0,47400
OnePlus,6,128,64,5231,6.3,3,27079
Oppo,6,256,12,4092,6.3,5,9005
Samsung,6,64,64,3608,6.9,4,21944
Apple,12,128,108,3673,6.3,0,77400
OnePlus,4,128,32,3598,6.8,4,13452
Asus,8,128,108,5401,6.8,0,43400
Oppo,4,64,64,3903,6.2,2,18308
Realme,6,256,32,3975,6.5,2,18468
Asus,4,64,48,4781,6.7,5,11395
Apple,12,128,48,5701,6.2,3,62127
Apple,8,128,48,3622,6.2,3,56819
Apple,6,256,16,3685,6.2,4,47952
OnePlus,6,128,32,3959,6.6,4,11708
Samsung,12,256,12,5068,6.1,3,26723
Realme,6,256,108,4188,6.2,5,6165
Samsung,12,256,64,4419,6.3,3,37615
Asus,8,256,12,4816,6.9,5,14885
OnePlus,6,256,32,5276,6.8,0,39600
Oppo,4,128,64,5500,6.3,5,5000
OnePlus,8,64,32,5719,6.8,1,35056
Apple,4,128,48,4782,6.3,0,66400
Oppo,4,128,12,4217,6.9,1,23313
Apple,6,256,108,3694,6.7,1,65274
Oppo,12,64,64,5149,6.7,0,39200
Vivo,6,64,32,4482,6.2,3,10203
Vivo,8,128,48,4618,6.7,4,11476
Vivo,4,256,16,5513,6.3,2,16088
Samsung,6,128,48,3731,6.1,5,8855
Realme,4,128,48,4555,6.7,5,6750
Oppo,4,128,32,5027,6.4,5,5000
Asus,12,256,48,5570,6.4,4,28300
Oppo,8,64,64,5226,6.4,1,29911
Realme,8,64,16,5038,6.6,0,30800
Xiaomi,8,256,48,4797,6.3,5,8865
Vivo,4,256,48,4186,6.6,5,5000
Vivo,6,64,48,4387,6.7,0,31400
Vivo,8,256,16,3911,6.7,2,22894
Apple,12,256,16,3506,6.3,2,63776
Xiaomi,6,256,64,4565,6.1,3,19212
Asus,4,64,12,5095,6.5,4,8792
Vivo,4,64,16,5877,6.5,5,5000
Apple,8,128,12,4574,6.3,0,68600
Oppo,6,128,32,5272,6.8,5,9975
Apple,4,128,108,5010,6.6,1,64381
Realme,12,256,108,4166,6.2,1,34235
Samsung,12,128,16,5652,6.4,4,26488
Apple,8,128,64,3672,6.3,1,67078
Oppo,8,256,48,3846,6.8,1,29392
Apple,8,128,12,4874,6.1,4,51552
Apple,8,64,48,3635,6.8,0,70400
Oppo,8,256,108,3753,6.9,2,28162
Samsung,6,64,48,5155,6.8,0,43400
Samsung,8,64,16,4781,6.7,0,43800
Xiaomi,6,64,108,3782,6.8,4,15276
Oppo,8,128,64,4960,6.1,1,30334
Asus,6,64,12,5279,6.4,5,15330
Vivo,12,128,12,3570,6.9,1,29302
Vivo,6,256,64,5199,6.1,3,15574
Oppo,12,256,108,5139,6.5,2,27910
Xiaomi,4,256,12,3672,6.5,3,14942
Oppo,6,256,32,5712,6.3,0,31600
Realme,6,128,32,5560,6.2,4,7808
Vivo,4,128,48,3711,6.4,4,10584
Realme,8,64,108,4224,6.8,1,30360
Oppo,12,256,12,4407,6.5,3,23907
Apple,6,256,108,4345,6.8,5,46935
Vivo,4,256,108,5414,6.3,4,15792
OnePlus,12,128,64,5979,6.1,0,47200
Realme,12,64,108,4381,6.3,1,34604
OnePlus,4,64,108,5006,6.4,5,18560
Realme,4,128,12,4363,6.3,5,5000
Oppo,8,256,48,4442,6.1,5,6515
Asus,6,128,12,5637,6.8,4,13424
Vivo,4,256,12,5433,6.2,0,27600
Xiaomi,8,64,12,5285,6.4,1,27992
Asus,12,128,48,4107,6.1,1,39626
Vivo,8,128,32,4633,6.8,4,13336
Asus,4,128,48,5462,6.6,4,8632
Xiaomi,4,256,16,4946,6.1,1,25774
Asus,12,128,16,5692,6.7,5,11585
Xiaomi,4,64,64,3993,6.6,3,18985
Apple,6,256,48,5190,6.2,1,64069
Vivo,8,128,64,4992,6.4,4,8972
Asus,12,64,48,4931,6.8,5,18830
Vivo,12,256,108,4562,6.1,3,25472
Asus,6,256,48,5691,6.2,1,31872
Xiaomi,12,64,32,5384,6.5,3,18611
Xiaomi,6,64,12,4216,6.5,4,12644
Oppo,8,64,16,5229,6.3,2,21226
Realme,12,256,12,5853,6.3,4,17580
Oppo,6,256,32,4360,6.7,2,18006
Realme,8,64,108,4892,6.1,2,27250
Asus,12,256,12,4699,6.8,4,23420
Realme,12,128,32,4643,6.6,4,16644
OnePlus,8,256,64,4098,6.1,1,39128
Realme,12,256,32,5020,6.6,3,19358
Realme,4,64,48,5687,6.8,5,5000
Xiaomi,8,128,32,5167,6.8,3,16117
Asus,12,128,108,5078,6.7,2,35284
Vivo,12,64,48,5600,6.7,3,19973
Asus,6,64,64,4381,6.1,0,39200
Apple,8,128,64,4413,6.9,5,48215
Asus,4,128,108,5461,6.1,2,29636
Vivo,8,64,48,4503,6.2,5,9255
Oppo,8,64,64,3675,6.2,0,35200
Xiaomi,4,128,48,5992,6.7,0,31400
Oppo,12,256,108,4141,6.6,0,41400
OnePlus,6,64,64,3995,6.2,1,34498
Xiaomi,6,256,12,3954,6.6,1,27050
OnePlus,4,64,32,4644,6.3,2,24110
Oppo,12,128,16,4379,6.4,3,21362
OnePlus,4,256,48,3831,6.7,2,25584
OnePlus,4,256,32,5484,6.3,1,30824
OnePlus,8,128,12,5300,6.4,2,28842
Oppo,12,128,16,4262,6.5,0,36800
Apple,12,128,48,5160,6.9,3,58455
Apple,12,128,12,5699,6.3,4,46780
Samsung,8,128,32,5457,6.6,1,39590
Apple,6,256,108,5418,6.6,0,71400
Realme,8,256,108,4103,6.3,5,11530
Realme,12,256,108,4701,6.5,0,39400
Apple,8,256,32,3641,6.6,0,69600
Asus,12,128,12,5786,6.9,2,30042
Vivo,4,128,32,5262,6.9,0,28600
Realme,12,128,32,5617,6.7,2,25612
Realme,6,64,108,3710,6.5,3,18901
Xiaomi,12,64,108,5067,6.9,4,19732
Apple,6,256,108,5607,6.6,1,65724
Samsung,4,128,108,5951,6.3,1,39725
Vivo,8,256,12,5025,6.4,5,11350
Vivo,8,64,12,4286,6.2,2,20764
Realme,6,128,32,3634,6.3,3,13763
Samsung,6,128,108,5521,6.6,5,17840
OnePlus,12,128,64,4182,6.2,1,42425
Vivo,8,128,108,5698,6.3,3,20308
Vivo,8,256,48,3816,6.2,5,5000
Asus,6,128,12,5902,6.2,2,27820
Oppo,12,128,12,4202,6.8,5,15060
Apple,4,64,108,3581,6.1,1,62520
Xiaomi,8,64,16,3862,6.6,0,33800
Samsung,4,64,16,4496,6.2,3,20363
Realme,4,256,48,4959,6.4,1,23378
Vivo,4,64,108,5790,6.6,5,5000
Realme,8,64,64,3744,6.5,5,10325
Realme,6,128,12,5688,6.5,4,11972
OnePlus,12,64,108,5104,6.7,5,17655
Oppo,6,128,16,4537,6.7,0,30800
Oppo,6,64,32,3689,6.6,0,31600
Xiaomi,6,256,16,5450,6.2,3,19191
Vivo,8,256,48,4152,6.8,0,33400
Samsung,6,128,108,5394,6.2,4,20060
Xiaomi,12,128,108,4237,6.9,3,24088
Vivo,4,128,108,4420,6.9,4,12016
Samsung,4,64,48,5786,6.8,0,41400
Samsung,4,64,16,5623,6.2,4,18172
Samsung,4,64,32,5621,6.3,4,23004
Samsung,4,256,64,5739,6.2,1,36727
Asus,6,64,48,4547,6.6,2,28058
Realme,8,256,32,4235,6.5,0,31600
Xiaomi,12,128,108,4150,6.9,2,32676
Xiaomi,8,256,16,5582,6.8,5,9990
Samsung,8,64,32,3785,6.1,2,34092
Realme,6,256,48,4605,6.3,1,25796
Vivo,8,128,16,4484,6.8,3,16170
Xiaomi,8,64,108,3810,6.4,1,34162
Vivo,6,64,64,5634,6.3,4,5000
Xiaomi,12,64,48,3777,6.8,4,12696
Vivo,8,64,108,3597,6.3,2,26862
Xiaomi,8,64,64,5204,6.5,0,36200
Oppo,12,256,108,5025,6.6,1,35783
Realme,12,256,108,3742,6.2,3,26086
Realme,12,64,64,4928,6.4,5,5795
Apple,6,128,32,3780,6.5,1,63513
OnePlus,12,64,32,3627,6.4,0,45600
Samsung,6,64,12,4788,6.4,0,41600
Realme,12,64,32,5754,6.5,3,23279
Apple,4,256,32,5935,6.5,4,38084
Apple,12,64,48,5058,6.8,4,56096
OnePlus,8,64,64,4681,6.3,1,37057
Oppo,6,64,16,4953,6.9,2,21350
Vivo,8,64,108,4045,6.2,4,18156
Samsung,8,128,48,5717,6.1,1,40078
Xiaomi,6,256,48,3921,6.8,3,13462
Asus,8,128,48,5146,6.9,5,13985
Apple,6,64,48,3673,6.2,2,59930
Samsung,4,256,32,3523,6.4,1,33883
Apple,6,64,64,5896,6.3,4,52932
Realme,4,256,108,4065,6.5,0,31400
Apple,6,64,32,5606,6.7,5,37505
OnePlus,4,64,12,4076,6.4,2,25360
Realme,6,64,48,4951,6.7,1,24074
Realme,6,256,64,4364,6.8,2,21858
OnePlus,4,64,12,5313,6.1,2,25698
Samsung,4,128,108,5709,6.5,1,39990
Oppo,12,64,12,5600,6.8,2,27548
Oppo,8,128,64,5535,6.8,3,18691
Realme,4,128,108,4527,6.3,1,24659
Vivo,8,64,108,4616,6.4,3,23701
Oppo,4,64,16,5110,6.3,1,22569
Realme,8,64,64,5713,6.6,0,33200
Asus,6,64,12,3727,6.6,4,9176
Samsung,12,128,108,4829,6.2,0,52400
Asus,6,64,48,3606,6.7,0,38400
Apple,6,256,64,4049,6.4,3,53519
Samsung,6,256,48,5668,6.3,4,15568
Realme,12,128,16,5677,6.9,3,20487
Asus,8,256,48,3972,6.9,1,33476
OnePlus,6,128,48,3800,6.6,0,40400
OnePlus,12,256,16,5138,6.6,3,31978
OnePlus,6,128,64,4270,6.5,2,30154
OnePlus,12,128,16,3573,6.8,5,24655
Vivo,8,256,108,5885,6.8,5,5000
Asus,12,64,108,3997,6.9,3,33321
OnePlus,12,64,32,4925,6.4,3,33570
Apple,6,256,32,5685,6.8,1,63415
Apple,4,256,16,5718,6.4,2,53558
OnePlus,4,128,32,4267,6.2,3,18550
Vivo,12,128,32,4135,6.7,5,10585
Asus,12,256,12,4968,6.4,0,42600
Apple,4,256,32,4685,6.9,3,46073
Xiaomi,6,256,32,5723,6.2,4,9484
Apple,6,256,16,3777,6.9,5,32705
Xiaomi,6,256,12,5053,6.6,1,27502
Apple,12,256,64,5868,6.6,0,75200
Asus,6,64,64,5009,6.3,2,27374
OnePlus,12,128,12,4075,6.5,4,21968
OnePlus,4,128,48,4755,6.4,0,38400
Oppo,12,256,32,5408,6.7,4,18828
Asus,6,64,64,5789,6.2,2,27054
Xiaomi,4,256,16,4088,6.5,2,17034
Apple,4,128,108,4878,6.2,4,46336
Vivo,12,256,12,5253,6.6,4,8724
Vivo,8,256,48,4373,6.2,4,15188
OnePlus,8,128,108,3840,6.1,4,27596
Oppo,4,128,12,3812,6.4,3,13426
Vivo,12,256,48,4755,6.7,2,25066
Xiaomi,6,256,12,4355,6.6,0,31600
Asus,4,64,108,4875,6.5,0,39400
Apple,6,128,12,3993,6.3,0,66600
Samsung,6,128,64,5655,6.4,2,35750
Samsung,6,128,16,4693,6.2,4,14796
Xiaomi,6,128,16,5826,6.8,3,11700
Oppo,4,256,48,4404,6.3,2,18814
Realme,12,256,12,5805,6.8,5,5000
OnePlus,6,128,12,5758,6.8,4,11976
Oppo,8,256,48,3560,6.8,4,6684
Apple,6,64,64,5204,6.6,3,51227
Samsung,8,128,16,3519,6.6,4,22200
Vivo,8,64,64,4120,6.7,3,17805
Asus,12,256,64,5840,6.2,0,45200
OnePlus,8,128,32,4182,6.6,4,19480
Xiaomi,12,128,12,4160,6.5,3,22138
Samsung,8,64,16,4047,6.7,4,20132
Oppo,4,128,64,4239,6.4,4,11600
Vivo,4,128,48,5801,6.8,2,16860
OnePlus,12,64,32,3996,6.6,2,37458
Apple,4,256,16,4162,6.6,5,31380
OnePlus,12,256,48,4013,6.5,2,36736
Apple,12,64,108,5324,6.8,1,72858
Vivo,8,64,64,4084,6.4,1,27943
Apple,4,64,64,5441,6.1,5,33885
Vivo,8,128,16,5313,6.8,4,13036
OnePlus,12,128,16,3791,6.6,0,44800
Vivo,6,64,16,5901,6.2,2,16560
OnePlus,8,64,16,4948,6.2,1,35436
Vivo,4,256,108,4238,6.5,5,8000
OnePlus,12,64,64,4775,6.7,4,24952
Xiaomi,12,128,16,4767,6.8,0,37800
Asus,6,64,12,4392,6.7,2,28528
Oppo,4,256,16,5956,6.1,0,28800
Realme,8,64,48,3577,6.4,2,21428
Realme,12,64,48,4527,6.6,1,31519
Xiaomi,6,128,48,5054,6.2,5,9905
Samsung,4,256,12,4822,6.8,5,18175
OnePlus,12,256,32,3920,6.8,4,23832
Vivo,4,128,32,4901,6.6,2,17494
Apple,12,64,64,4266,6.6,2,67060
Vivo,6,256,64,3999,6.3,4,6328
OnePlus,8,64,64,4644,6.8,5,10380
Samsung,8,64,12,5571,6.4,3,27040
OnePlus,4,256,64,4382,6.4,1,34324
Samsung,12,64,12,5861,6.2,1,43208
Vivo,6,64,16,5228,6.1,3,17137
Vivo,4,128,64,5792,6.8,0,30200
OnePlus,12,128,12,3659,6.4,3,29939
OnePlus,8,64,32,4360,6.2,5,15180
OnePlus,12,128,16,5877,6.8,1,38806
Xiaomi,8,256,12,3670,6.5,5,5000
Samsung,4,256,12,3860,6.9,2,26738
Oppo,12,128,12,5893,6.7,1,30185
Oppo,6,128,48,3899,6.2,0,32400
Realme,12,256,16,5522,6.7,5,7000
Realme,8,64,64,4030,6.4,4,14416
Asus,6,128,108,5852,6.7,2,32060
Samsung,8,64,108,4108,6.7,4,26892
Asus,4,64,12,3943,6.3,3,20299
Asus,6,128,64,5974,6.8,3,20093
Oppo,12,128,48,3832,6.2,5,12525
Samsung,6,128,108,4757,6.3,5,18085
Vivo,4,64,64,5787,6.7,5,5000
Oppo,4,128,32,4995,6.1,5,9155
OnePlus,12,256,12,5253,6.3,4,24132
Oppo,12,128,48,4870,6.2,5,14230
OnePlus,6,128,48,5428,6.1,5,13060
Xiaomi,8,256,108,5130,6.4,2,25656
Apple,4,128,32,3565,6.5,3,48539
Realme,4,256,64,5647,6.7,0,29200
Apple,6,64,32,4854,6.4,0,67600
Samsung,6,256,32,4149,6.9,2,32318
Apple,6,128,12,5613,6.4,0,66600
Vivo,4,256,16,4140,6.1,5,5000
Samsung,8,64,64,5000,6.5,0,46200
OnePlus,4,64,48,4554,6.1,2,26636
Samsung,6,64,32,3808,6.4,0,42600
Xiaomi,8,64,12,4624,6.3,2,21754
Realme,6,256,108,5555,6.7,3,16801
Apple,6,256,32,5929,6.7,1,62446
Realme,6,256,48,5964,6.2,1,25146
Asus,4,64,32,5429,6.6,4,9124
Oppo,8,128,64,5528,6.4,2,22222
Apple,12,256,108,5770,6.2,3,58281
Apple,6,64,48,4792,6.2,3,55911
OnePlus,8,256,32,4550,6.2,2,28074
Oppo,12,64,16,5268,6.5,1,31509
Samsung,6,128,16,5590,6.6,2,31950
Samsung,8,128,12,5135,6.2,2,30132
Realme,12,64,12,4453,6.6,5,9080
Apple,8,256,12,5914,6.5,5,41670
Asus,4,128,12,5969,6.3,4,9320
Oppo,12,128,12,5101,6.8,5,13465
Asus,8,256,32,5268,6.8,4,22528
Asus,6,256,108,3682,6.2,0,41400
Apple,12,256,12,4232,6.8,1,65677
Asus,12,64,64,5676,6.8,2,36312
Xiaomi,8,128,32,5496,6.8,1,29720
OnePlus,4,256,32,5294,6.4,3,24145
Oppo,12,256,108,5310,6.3,3,22356
Vivo,8,128,32,4338,6.9,4,7528
OnePlus,4,256,32,4193,6.2,4,19212
Asus,6,64,108,5329,6.9,1,36145
Vivo,12,128,12,5313,6.9,0,35600
Apple,8,256,64,5585,6.3,0,71200
Asus,6,256,32,4911,6.3,0,37600
Oppo,4,64,12,4078,6.4,4,5000
Realme,8,64,64,5218,6.3,2,23562
Realme,12,256,16,5431,6.7,3,14037
OnePlus,8,256,64,4566,6.4,1,38106
Xiaomi,6,256,64,4363,6.5,0,34200
Oppo,4,64,108,4134,6.9,1,26762
OnePlus,8,64,64,4855,6.3,2,32120
Apple,4,128,64,5586,6.3,1,62276
Xiaomi,4,128,12,5062,6.7,1,22709
OnePlus,4,64,64,5539,6.3,3,22754
Xiaomi,8,256,12,5473,6.9,0,33600
Apple,12,64,108,4984,6.5,3,63666
Vivo,8,256,32,5791,6.3,3,17591
Asus,12,256,64,5661,6.4,3,26894
Vivo,8,64,108,5068,6.6,3,18802
Apple,8,256,64,4790,6.8,3,57766
Asus,4,256,108,4789,6.7,5,13675
Vivo,8,128,108,3688,6.6,3,16051
OnePlus,12,256,64,4302,6.6,2,37976
Vivo,12,64,108,4737,6.1,5,19980
Asus,8,256,64,4498,6.5,2,28444
Vivo,6,64,108,5719,6.5,5,13540
Xiaomi,6,128,12,5549,6.3,4,14056
Samsung,8,128,64,4715,6.4,2,34450
Oppo,12,256,108,5614,6.8,4,17940
Vivo,4,128,64,5161,6.2,2,17108
Realme,4,64,12,3724,6.5,3,11129
Samsung,12,64,12,4927,6.5,5,26200
Xiaomi,12,256,108,3991,6.3,5,9685
Vivo,12,256,32,4075,6.7,0,36600
Xiaomi,8,64,108,5457,6.8,0,38400
Vivo,4,256,108,5368,6.4,1,26952
Xiaomi,8,256,64,5739,6.4,2,26616
Xiaomi,4,128,16,5045,6.7,5,5000
OnePlus,4,64,48,4140,6.2,1,32051
Vivo,6,128,12,5891,6.2,1,24917
Realme,12,256,32,5094,6.2,4,16548
Samsung,12,256,12,5713,6.8,5,23300
Realme,12,64,16,5287,6.9,5,6310
Asus,4,128,48,5440,6.8,5,16285
Samsung,6,64,12,5691,6.4,3,23645
Asus,8,256,64,4563,6.1,0,41200
Oppo,4,128,12,5681,6.5,1,23997
Vivo,4,128,32,5745,6.3,5,5000
Xiaomi,4,128,32,4893,6.3,1,23896
OnePlus,8,256,16,4749,6.7,5,18850
Realme,8,256,32,4546,6.8,5,6310
Samsung,6,256,12,4140,6.6,3,23333
Vivo,4,64,16,4647,6.6,1,21802
Oppo,12,256,64,3931,6.6,0,39200
OnePlus,4,256,108,4480,6.5,0,41400
Oppo,4,128,16,5921,6.1,1,22841
Vivo,4,256,32,5194,6.9,5,5000
Asus,4,64,12,5550,6.4,3,17980
OnePlus,8,128,16,3642,6.2,2,26846
Apple,8,256,108,4211,6.3,3,55592
Oppo,8,64,32,5015,6.9,0,33600
Apple,8,128,16,4149,6.3,0,68800
Apple,4,64,32,5956,6.3,4,45316
OnePlus,12,128,108,5671,6.2,0,49400
Asus,4,256,16,5140,6.1,0,34800
Vivo,12,128,64,4701,6.1,3,23425
Asus,12,64,12,4868,6.7,5,11100
OnePlus,4,128,16,5074,6.6,1,30171
Vivo,6,256,12,3612,6.3,0,29600
Oppo,8,128,32,5494,6.4,4,6292
Vivo,6,128,16,5352,6.2,0,29800
Oppo,6,256,48,5890,6.4,1,27761
OnePlus,8,128,108,3617,6.6,2,35072
Realme,6,128,32,3663,6.3,1,23609
Xiaomi,12,64,16,3805,6.3,2,25142
Apple,6,256,48,5328,6.3,4,44276
Asus,6,128,16,5382,6.5,3,22751
Oppo,8,64,48,4286,6.5,0,34400
Samsung,8,128,16,3823,6.7,5,23145
Asus,6,64,16,4755,6.4,4,19104
Vivo,12,128,108,4747,6.3,5,16975
Realme,12,128,32,5115,6.4,0,35600
Asus,8,256,32,4937,6.6,2,28830
OnePlus,8,128,32,3580,6.3,4,24648
Asus,12,256,108,4203,6.5,4,28992
Vivo,12,128,32,4407,6.6,0,36600
Xiaomi,6,64,16,4498,6.2,5,5000
OnePlus,4,64,12,5089,6.1,1,31582
Realme,12,64,16,4130,6.8,0,34800
Realme,8,64,64,5782,6.3,5,5000
Realme,12,64,64,5428,6.6,4,13348
Realme,4,64,48,4432,6.8,2,15174
Realme,6,64,108,4886,6.8,5,5565
OnePlus,4,64,12,4994,6.4,2,23134
OnePlus,8,64,16,4384,6.6,4,19664
OnePlus,8,256,48,4812,6.1,0,42400
Samsung,12,128,12,5826,6.7,1,42134
Apple,6,64,32,3941,6.6,1,62652
Samsung,4,256,108,5486,6.6,0,44400
Asus,8,256,108,4753,6.9,5,18370
Vivo,4,256,108,5689,6.7,2,20630
Oppo,4,256,64,5298,6.1,5,5000
Apple,8,64,32,3926,6.7,5,44255
Xiaomi,12,128,64,4039,6.7,1,35926
Xiaomi,6,256,48,3995,6.6,4,5612
Oppo,8,256,108,5772,6.2,5,11585
Apple,12,256,16,4352,6.6,0,72800
Realme,12,256,16,5633,6.3,3,18153
Realme,4,128,16,4637,6.9,3,12355
Oppo,6,256,64,3936,6.7,3,12389
Samsung,8,256,32,3937,6.1,1,39168
Vivo,12,128,16,5493,6.6,1,28931
Xiaomi,4,64,48,3899,6.4,0,31400
Samsung,4,256,108,4968,6.5,4,21484
Realme,8,64,64,5057,6.5,4,10076
OnePlus,6,256,16,5747,6.6,1,32080
Vivo,6,128,32,5254,6.3,5,5000
Xiaomi,12,256,16,5322,6.6,0,37800
Realme,8,128,12,4192,6.3,4,9944
Samsung,6,256,48,5561,6.6,3,29528
Xiaomi,4,128,48,4722,6.7,5,5000
Vivo,6,256,48,3944,6.8,1,24906
OnePlus,4,64,32,5025,6.9,3,19948
OnePlus,4,64,48,4816,6.3,3,18936
Apple,6,256,64,5633,6.6,3,50126
